t,input_il6,Compound_2_Obs
200,0.1,28.5357119122216
200,0.1,30.3675253632998
200,0.5,27.013047744558
200,0.5,27.6576962949178
200,1,22.4843568417949
200,1,34.5140738406886
200,2.5,22.7705822409021
200,2.5,22.2283777695668
200,5,18.0294582721979
200,5,12.8743271411983
200,10,19.643560350933
200,10,23.310113259943
200,25,18.7082301705674
200,25,20.0352272034211
200,50,20.3615878351289
200,50,17.2619714812982
200,100,10.4725710302308
200,100,16.2781091158989
200,500,12.587163071405
200,500,7.07833841177377
