t,input_il6,Compound_3_Obs
84,0,68.9626952159129
84,0,66.6047129938718
84,0,70.283013467794
84,0,65.3561536163764
84,0,85.7368897439956
84,0,84.479679095904
84,0.0005,85.8295072215569
84,0.0005,82.0467396595274
84,0.005,88.7509197549669
84,0.005,81.1955572776223
84,0.05,73.2617150653664
84,0.05,70.0674644491883
84,0.1,82.6365856042804
84,0.1,60.7752151341164
84,0.1,74.8601587979864
84,0.1,88.2116352980287
84,0.1,86.9668547241798
84,0.1,92.8136733136391
84,0.5,84.3047201749885
84,0.5,90.5011607191971
84,0.5,100.066601090915
84,0.5,73.1695315475363
84,1,85.6906806977327
84,1,78.0878830529879
84,1,83.1483152146729
84,1,70.9216022325185
84,2.5,93.4957991439051
84,2.5,79.4341711456191
84,2.5,83.3761984224993
84,2.5,103.622300759456
84,2.5,92.1014659273208
84,2.5,82.6381620027321
84,5,100.293067697613
84,5,109.585815517067
84,5,101.549807061872
84,5,114.552299299138
84,5,95.2169146233892
84,5,86.3169599452329
84,10,76.0024717387052
84,10,86.6983648498301
84,10,84.7377500074816
84,10,91.2665956660417
84,10,109.901942668925
84,10,110.150861808048
84,25,96.6969089226696
84,25,105.58437670721
84,25,88.9547071547827
84,25,81.7133939108753
84,25,111.797623004318
84,25,110.984131346132
84,50,75.1241013814222
84,50,95.5732047731059
84,50,92.1289435796933
84,50,97.2755845469004
84,50,89.8915403712311
84,50,94.5764789558712
84,100,103.665388446329
84,100,97.176440989062
84,100,122.178222870235
84,100,100.383316754231
84,200,105.014947296015
84,200,106.043616741066
84,500,133.335861298543
84,500,112.908482272781
