t,input_il6,nSOCS3RNA4_Obs
10,0.1,-0.097970378841055
10,0.1,0.046313261001403
10,0.1,-0.120524503196261
10,0.1,-0.00517657507519992
10,1,0.00252234930008406
10,1,-0.0386954420190175
10,1,-0.0539577292143057
10,1,0.00154002285081218
10,5,-0.0170826219452597
10,5,-0.00752766029094994
10,5,-0.100290506606982
10,5,0.0574923080221447
10,10,0.715331466614367
10,10,0.638089050459124
10,10,0.767790318107846
10,10,0.781816844776007
10,50,0.0705955175411947
10,50,0.0404935619857071
10,50,0.113956151552658
10,50,0.00649150297219232
10,100,0.286015607162208
10,100,0.418817194594682
10,100,0.431579325584775
10,100,0.414576633035813
10,500,1.46032595392949
10,500,1.47745397771121
10,500,1.58736478811027
10,500,1.40998152552329
