t,input_il6,Compound_1_Obs
280,0.1,14.2964528777794
280,0.1,15.7441099096767
280,0.5,16.580918280673
280,0.5,15.6923201125916
280,1,14.8100916366329
280,1,17.5397369703878
280,2.5,15.2200700569587
280,2.5,12.2452851747581
280,5,12.7168206515494
280,5,12.4504815781393
280,10,14.1606596944053
280,10,16.5173555365484
280,25,11.3179933190816
280,25,11.9176759116858
280,50,13.0574771363861
280,50,14.03791151374
280,100,12.4751894416419
280,100,11.7851356160927
280,500,12.836990506568
280,500,10.0779457945803
