t,input_il6,Compound_2_Obs
280,0.1,17.0237682587971
280,0.1,20.2773896695876
280,0.5,3.86980672654232
280,0.5,8.58577610343588
280,1,9.35738031769107
280,1,9.08286242194568
280,2.5,14.7197475612942
280,2.5,14.7072293650952
280,5,27.5243260853044
280,5,65.2417013341178
280,10,21.515619986712
280,10,24.890041250619
280,25,14.3201597925359
280,25,63.197605059985
280,50,42.2221611233093
280,50,15.3084552548025
280,100,16.66219634374
280,100,18.4009994586382
280,500,28.9302918830537
280,500,76.5821902488703
